http://purl.obolibrary.org/obo/NCIT_C12404 - 0.69555597015
http://purl.obolibrary.org/obo/UBERON_0000992 - 0.596839206395
http://purl.obolibrary.org/obo/FMA_7209 - 0.538199068992
http://purl.obolibrary.org/obo/MA_0000384 - 0.464270081218
http://purl.obolibrary.org/obo/EMAPA_17962 - 0.339957051582
http://purl.obolibrary.org/obo/OMIT_0011059 - 0.331275314373
http://purl.obolibrary.org/obo/EHDAA2_0001360 - 0.325552648672
http://purl.obolibrary.org/obo/XAO_0000258 - 0.318180099869
http://purl.obolibrary.org/obo/SPD_0000592 - 0.252688873976
http://purl.obolibrary.org/obo/ZFA_0000403 - 0.184040321908
http://purl.obolibrary.org/obo/PLANA_0000204 - 0.158666124656
