
boolean
http://www.ebi.ac.uk/efo/EFO_1000046	papillary lung adenocarcinoma
http://www.ebi.ac.uk/efo/EFO_0000478	esophageal adenocarcinoma
http://purl.obolibrary.org/obo/DOID_3029	colon mucinous adenocarcinoma
http://www.ebi.ac.uk/efo/EFO_1000482	obsolete_pleomorphic breast carcinoma
http://purl.obolibrary.org/obo/DOID_9011	larynx carcinoma in situ
http://purl.obolibrary.org/obo/MP_0002957	increased intestinal adenocarcinoma incidence
http://purl.obolibrary.org/obo/DOID_5886	mixed embryonal carcinoma and teratoma with seminoma of the testis
http://purl.obolibrary.org/obo/DOID_3114	serous cystadenocarcinoma
http://purl.obolibrary.org/obo/HP_0040274	Adenocarcinoma of the small intestine
http://purl.obolibrary.org/obo/DOID_6975	bladder urothelial papillary carcinoma

tf_idf
http://purl.obolibrary.org/obo/DOID_4905	pancreatic carcinoma
http://purl.obolibrary.org/obo/DOID_686	liver carcinoma
http://purl.obolibrary.org/obo/DOID_4074	pancreas adenocarcinoma
http://purl.obolibrary.org/obo/DOID_9261	nasopharynx carcinoma
http://purl.obolibrary.org/obo/DOID_8687	skin carcinoma in situ
http://purl.obolibrary.org/obo/MPATH_549	carcinoma
http://purl.obolibrary.org/obo/DOID_2513	basal cell carcinoma
http://purl.obolibrary.org/obo/DOID_4015	spindle cell carcinoma
http://purl.obolibrary.org/obo/DOID_684	hepatocellular carcinoma
http://purl.obolibrary.org/obo/DOID_3963	thyroid carcinoma

bm25
http://purl.obolibrary.org/obo/DOID_3029	colon mucinous adenocarcinoma
http://purl.obolibrary.org/obo/DOID_9011	larynx carcinoma in situ
http://purl.obolibrary.org/obo/DOID_5886	mixed embryonal carcinoma and teratoma with seminoma of the testis
http://purl.obolibrary.org/obo/DOID_3114	serous cystadenocarcinoma
http://purl.obolibrary.org/obo/DOID_6975	bladder urothelial papillary carcinoma
http://purl.obolibrary.org/obo/DOID_8188	uterine corpus choriocarcinoma
http://purl.obolibrary.org/obo/DOID_6999	lung recurrent squamous cell carcinoma
http://purl.obolibrary.org/obo/DOID_8718	carcinoma in situ of respiratory system
http://purl.obolibrary.org/obo/DOID_7050	thymus basaloid carcinoma
http://purl.obolibrary.org/obo/DOID_4688	laryngeal mucoepidermoid carcinoma

vector-space
http://www.ebi.ac.uk/efo/EFO_1000167	Cervical Large Cell Neuroendocrine Carcinoma
http://www.ebi.ac.uk/efo/EFO_1000058	nasopharyngeal squamous cell carcinoma
http://purl.obolibrary.org/obo/BTO_0002844	breast invasive ductal carcinoma cell
http://www.ebi.ac.uk/efo/EFO_1000046	papillary lung adenocarcinoma
http://www.ebi.ac.uk/efo/EFO_0000466	endometrioid carcinoma
http://www.ebi.ac.uk/efo/EFO_0000478	esophageal adenocarcinoma
http://www.ebi.ac.uk/efo/EFO_1000494	Primary Peritoneal Serous Adenocarcinoma
http://www.ebi.ac.uk/efo/EFO_1000482	obsolete_pleomorphic breast carcinoma
http://www.ebi.ac.uk/efo/EFO_1000317	Lacrimal Gland Adenoid Cystic Carcinoma
http://www.orpha.net/ORDO/Orphanet_97290	Familial papillary thyroid carcinoma with renal papillary neoplasia

pagerank
http://purl.obolibrary.org/obo/DOID_4905	pancreatic carcinoma
http://purl.obolibrary.org/obo/DOID_686	liver carcinoma
http://purl.obolibrary.org/obo/DOID_4074	pancreas adenocarcinoma
http://purl.obolibrary.org/obo/DOID_9261	nasopharynx carcinoma
http://purl.obolibrary.org/obo/DOID_4015	spindle cell carcinoma
http://purl.obolibrary.org/obo/DOID_684	hepatocellular carcinoma
http://purl.obolibrary.org/obo/DOID_3963	thyroid carcinoma
http://purl.obolibrary.org/obo/DOID_1749	squamous cell carcinoma
http://purl.obolibrary.org/obo/DOID_5742	pancreatic acinar cell adenocarcinoma
http://purl.obolibrary.org/obo/DOID_8687	skin carcinoma in situ

class-match-measure
http://purl.obolibrary.org/obo/DOID_3029	colon mucinous adenocarcinoma
http://purl.obolibrary.org/obo/DOID_9011	larynx carcinoma in situ
http://purl.obolibrary.org/obo/DOID_5886	mixed embryonal carcinoma and teratoma with seminoma of the testis
http://purl.obolibrary.org/obo/DOID_3114	serous cystadenocarcinoma
http://purl.obolibrary.org/obo/DOID_6975	bladder urothelial papillary carcinoma
